Material,Second Derivative
38-1483-03,-9.578862897974822e-06
38-1483-03,9.578098337218192e-06
38-1483-03,-4.788666949251228e-06
38-1483-03,4.788284790899198e-06
38-1483-03,-9.575805387076804e-06
38-1483-03,1.436256197146272e-05
38-1483-03,-9.574277363464231e-06
38-1483-03,9.573513534514878e-06
38-1483-03,-1.4359124741146875e-05
38-1483-03,9.571986242184183e-06
38-1483-03,-9.571222778744525e-06
38-1483-03,4.785229718541565e-06
38-1483-03,-4.784848108585433e-06
38-1483-03,4.7844644458768e-06
38-1483-03,4.784080844689565e-06
38-1483-03,0.0
38-1483-03,-9.566631894085659e-06
38-1483-03,4.782934642250363e-06
38-1483-03,0.0
38-1483-03,4.78217221501195e-06
38-1483-03,0.0
38-1483-03,-4.781410030805354e-06
38-1483-03,0.0
38-1483-03,-9.561296179028777e-06
38-1483-03,1.9121068839703925e-05
38-1483-03,-9.559772782045887e-06
38-1483-03,4.779505632790777e-06
38-1483-03,-4.779124935214983e-06
38-1483-03,4.778744298281068e-06
38-1483-03,-4.778361613750646e-06
38-1483-03,4.777978990506501e-06
38-1483-03,-9.555192857067824e-06
38-1483-03,4.777216035029456e-06
38-1483-03,0.0
38-1483-03,4.776455429713809e-06
38-1483-03,-4.77607521787369e-06
38-1483-03,0.0
38-1483-03,-4.775314975756582e-06
38-1483-03,4.774934945450693e-06
38-1483-03,9.54910995125465e-06
38-1483-03,-1.4322525198816116e-05
38-1483-03,9.547590434740803e-06
38-1483-03,-4.773415428907984e-06
38-1483-03,-4.773035700870363e-06
38-1483-03,4.77265603324312e-06
38-1483-03,4.77227420169143e-06
38-1483-03,-9.54378486246191e-06
38-1483-03,9.543021458872268e-06
38-1483-03,-4.771131304365962e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.769993391126461e-06
38-1483-03,1.4308842621967026e-05
38-1483-03,-9.538470167597557e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.768098074767721e-06
38-1483-03,0.0
38-1483-03,-4.767340369886406e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.765821487993379e-06
38-1483-03,-4.765440870313848e-06
38-1483-03,4.7650624099284115e-06
38-1483-03,-4.764684009650586e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.762036889531478e-06
38-1483-03,-9.523317939207337e-06
38-1483-03,4.761281109655291e-06
38-1483-03,-4.760903309672071e-06
38-1483-03,9.521051139279468e-06
38-1483-03,-4.760145797363197e-06
38-1483-03,4.759766085674708e-06
38-1483-03,-4.759386442110358e-06
38-1483-03,9.51801788546605e-06
38-1483-03,-4.758631503235041e-06
38-1483-03,-4.758254123602159e-06
38-1483-03,-9.515753607640272e-06
38-1483-03,1.4272498631624207e-05
38-1483-03,-4.757122343751726e-06
38-1483-03,-4.756745203436879e-06
38-1483-03,1.4269104368747916e-05
38-1483-03,-9.511982204349567e-06
38-1483-03,4.755614141199102e-06
38-1483-03,-9.510474479949433e-06
38-1483-03,0.0
38-1483-03,4.754483616723014e-06
38-1483-03,4.75410481532723e-06
38-1483-03,-4.753726066754079e-06
38-1483-03,4.7533473785241715e-06
38-1483-03,-4.752970836499741e-06
38-1483-03,4.752594354127027e-06
38-1483-03,-4.752217931391854e-06
38-1483-03,0.0
38-1483-03,-4.751465264777465e-06
38-1483-03,4.751089020869923e-06
38-1483-03,4.750712836543272e-06
38-1483-03,0.0
38-1483-03,-4.749960646576048e-06
38-1483-03,9.499169281814366e-06
38-1483-03,-1.8996834779050524e-05
38-1483-03,9.497665616256517e-06
38-1483-03,-4.7484569809899365e-06
38-1483-03,9.496158263492752e-06
38-1483-03,-9.495402700289652e-06
38-1483-03,9.494647242285256e-06
38-1483-03,4.7469480328338844e-06
38-1483-03,-1.4239717511851134e-05
38-1483-03,9.492394068956018e-06
38-1483-03,-1.8983286497610708e-05
38-1483-03,1.8981785094841162e-05
38-1483-03,0.0
38-1483-03,-4.744695750418e-06
38-1483-03,4.744320577789933e-06
38-1483-03,-4.7439454644884815e-06
38-1483-03,0.0
38-1483-03,-4.7431954158091474e-06
38-1483-03,9.485640960806273e-06
38-1483-03,0.0
38-1483-03,-4.7420687110676495e-06
38-1483-03,4.741691877768216e-06
38-1483-03,-4.7413151118482596e-06
38-1483-03,-4.740940473636392e-06
38-1483-03,-0.00013273584504948352
38-1483-03,0.00011850478436995798
38-1483-03,0.0001611537750808988
38-1483-03,-0.00012322550532883918
38-1483-03,-1.4217204510885211e-05
38-1483-03,-5.212563275779479e-05
38-1483-03,6.63364752815131e-05
38-1483-03,1.8951781991839886e-05
38-1483-03,-8.053871366472251e-05
38-1483-03,1.8948789380795266e-05
38-1483-03,4.736823357415453e-06
38-1483-03,3.315514600073686e-05
38-1483-03,-9.472146990746689e-06
38-1483-03,2.3678488071329438e-05
38-1483-03,-5.208853972099205e-05
38-1483-03,-2.3674740505509183e-05
38-1483-03,7.575319149379362e-05
38-1483-03,-5.2076209840424816e-05
38-1483-03,2.3669136898769034e-05
38-1483-03,-1.8933815695429523e-05
38-1483-03,2.3665402634404243e-05
38-1483-03,-9.465414377620538e-06
38-1483-03,1.892933563852681e-05
38-1483-03,2.365980344665556e-05
38-1483-03,-5.2047462806842645e-05
38-1483-03,3.784971540246912e-05
38-1483-03,-6.15009379602655e-05
38-1483-03,2.3652341983157226e-05
38-1483-03,4.73009340466569e-05
38-1483-03,-2.3648592398022094e-05
38-1483-03,-1.41880308195548e-05
38-1483-03,-5.250212329018888e-19
38-1483-03,0.0
38-1483-03,3.7825804290864186e-05
38-1483-03,-5.200638260150061e-05
38-1483-03,4.727480449899085e-06
38-1483-03,-1.4181323984164724e-05
38-1483-03,5.199409158050226e-05
38-1483-03,-5.24731731444175e-19
38-1483-03,-3.308193686863612e-05
38-1483-03,3.3079331324944334e-05
38-1483-03,-2.835147959284075e-05
38-1483-03,1.4174623486563651e-05
38-1483-03,-1.8898009803342604e-05
38-1483-03,-4.2517155636868024e-05
38-1483-03,4.7237544165804284e-05
38-1483-03,3.778704396568228e-05
38-1483-03,4.7230086862579324e-06
38-1483-03,-6.139428015938475e-05
38-1483-03,3.305585670053158e-05
38-1483-03,-3.30532552632228e-05
38-1483-03,5.193674236981873e-05
38-1483-03,-1.888460206673349e-05
38-1483-03,-2.8324674349252042e-05
38-1483-03,4.720407658182214e-06
38-1483-03,9.440072633177e-06
38-1483-03,4.247698530074435e-05
38-1483-03,-2.8315762851898955e-05
38-1483-03,-5.662707170731659e-05
38-1483-03,8.493392761707246e-05
38-1483-03,-3.774542749296303e-05
38-1483-03,-3.302463773375903e-05
38-1483-03,3.773945922751377e-05
38-1483-03,3.773649223832739e-05
38-1483-03,-8.018374214568807e-05
38-1483-03,3.301423970186824e-05
38-1483-03,-9.43189851729875e-06
38-1483-03,8.016483650868773e-05
38-1483-03,-8.48737446465881e-05
38-1483-03,2.3574187559630928e-05
38-1483-03,-3.3001269323107535e-05
38-1483-03,4.714096638603968e-05
38-1483-03,-2.3568631446248552e-05
38-1483-03,-4.7133559980816794e-05
38-1483-03,8.48337437715527e-05
38-1483-03,-5.1838771492746384e-05
38-1483-03,8.010813819565403e-05
38-1483-03,-3.769497057980531e-05
38-1483-03,-7.538398836862758e-05
38-1483-03,7.066693997498303e-05
38-1483-03,-4.710759448382007e-06
38-1483-03,-8.478701321714872e-05
38-1483-03,0.00013188055596885886
38-1483-03,-7.064475220403338e-05
38-1483-03,0.0
38-1483-03,4.238019812554271e-05
38-1483-03,-5.179395504589192e-05
38-1483-03,-4.708171890773116e-06
38-1483-03,5.178582718890576e-05
38-1483-03,-1.4122299331894432e-05
38-1483-03,-2.824238284498673e-05
38-1483-03,2.353347281152001e-05
38-1483-03,-2.3531616649501707e-05
38-1483-03,-1.8823808624210762e-05
38-1483-03,8.940603991443255e-05
38-1483-03,-7.528339256829332e-05
38-1483-03,5.6458116969362195e-05
38-1483-03,-2.8226845103399818e-05
38-1483-03,-4.233694810377674e-05
38-1483-03,2.82224193819535e-05
38-1483-03,9.406735680541745e-06
38-1483-03,-1.4108997524059068e-05
38-1483-03,4.702630566891773e-06
38-1483-03,5.172488218560893e-05
38-1483-03,-8.933597696774329e-05
38-1483-03,8.462745162201213e-05
38-1483-03,-6.581619398677557e-05
38-1483-03,4.700788394292482e-05
38-1483-03,-5.6405017203718315e-05
38-1483-03,4.7000478572973016e-05
38-1483-03,-4.699677672606828e-05
38-1483-03,7.048964377901878e-05
38-1483-03,-0.00011277459733399295
38-1483-03,0.00013156006033908209
38-1483-03,-1.4094617007363588e-05
38-1483-03,-5.637405374780587e-05
38-1483-03,5.167217014424291e-05
38-1483-03,-7.045653407242766e-05
38-1483-03,1.878693834980075e-05
38-1483-03,2.8178201765787038e-05
38-1483-03,-1.8783997568098462e-05
38-1483-03,-9.391263761234014e-06
38-1483-03,1.878105770691269e-05
38-1483-03,1.4084691091033832e-05
38-1483-03,-2.816716593933283e-05
38-1483-03,2.3470791741141006e-05
38-1483-03,-5.163167999723634e-05
38-1483-03,6.101448502648222e-05
38-1483-03,-9.38610963401557e-06
38-1483-03,-1.877075106530271e-05
38-1483-03,0.0
38-1483-03,1.876781534871979e-05
38-1483-03,-9.383173917378784e-06
38-1483-03,4.691220137569097e-06
38-1483-03,-9.381706747611207e-06
38-1483-03,-2.814292000431277e-05
38-1483-03,0.0
38-1483-03,3.282827398565014e-05
38-1483-03,3.7515095136405544e-05
38-1483-03,-7.50243266379124e-05
38-1483-03,3.7509215721261996e-05
38-1483-03,3.281798501341401e-05
38-1483-03,-8.438247430950966e-05
38-1483-03,3.7500391937690145e-05
38-1483-03,5.624619362673104e-05
38-1483-03,-7.967588338069672e-05
38-1483-03,5.62374071264802e-05
38-1483-03,4.686084575475989e-06
38-1483-03,-5.6228623370967216e-05
38-1483-03,6.559493794243314e-05
38-1483-03,-5.621984235890618e-05
38-1483-03,3.7476968587512345e-05
38-1483-03,-4.215829806675899e-05
38-1483-03,1.8735558660658695e-05
38-1483-03,9.367048093333388e-06
38-1483-03,-1.8732633940974777e-05
38-1483-03,3.746232671355916e-05
38-1483-03,-4.214180932355882e-05
38-1483-03,1.4046167182641445e-05
38-1483-03,4.681690395291651e-05
38-1483-03,-7.958252704075006e-05
38-1483-03,3.276671931253853e-05
38-1483-03,2.8083568443117625e-05
38-1483-03,-3.276160745351159e-05
38-1483-03,4.679864588866904e-05
38-1483-03,-8.891049237072408e-05
38-1483-03,2.339567332489699e-05
38-1483-03,4.210892809572861e-05
38-1483-03,1.8713619875002113e-05
38-1483-03,-1.4034120617924402e-05
38-1483-03,-2.8066053000442822e-05
38-1483-03,9.354621702068467e-06
38-1483-03,0.0
38-1483-03,1.8706310739011013e-05
38-1483-03,-9.352422375595722e-06
38-1483-03,-1.4027540301045367e-05
38-1483-03,-1.4026447209081447e-05
38-1483-03,0.0
38-1483-03,2.804852307229437e-05
38-1483-03,1.4023168955097232e-05
38-1483-03,-3.271817860330212e-05
38-1483-03,9.8146890125429e-05
38-1483-03,-6.075286634360063e-05
38-1483-03,-3.738346755400069e-05
38-1483-03,-1.4017708602427923e-05
38-1483-03,4.672205680710626e-06
38-1483-03,9.3436837678816e-06
38-1483-03,9.34295628763986e-06
38-1483-03,-4.671112445686002e-06
38-1483-03,9.341493624151143e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.669290860011006e-06
38-1483-03,-4.66892751700132e-06
38-1483-03,-4.668564230534639e-06
38-1483-03,4.668201000597767e-06
38-1483-03,4.66783782717751e-06
38-1483-03,0.0
38-1483-03,-4.667111649834085e-06
38-1483-03,4.66674864588455e-06
38-1483-03,-9.332771396797794e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.665295184959574e-06
38-1483-03,-4.664930454190509e-06
38-1483-03,4.664565787698698e-06
38-1483-03,0.0
38-1483-03,-4.663840627984279e-06
38-1483-03,1.3990434398013693e-05
38-1483-03,-9.326231387406873e-06
38-1483-03,0.0
38-1483-03,-4.662390984751064e-06
38-1483-03,4.6620287147402265e-06
38-1483-03,-4.66166650102212e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.660580197493022e-06
38-1483-03,-4.660218208814689e-06
38-1483-03,4.65985627636353e-06
38-1483-03,-9.318984805451198e-06
38-1483-03,9.318257157349835e-06
38-1483-03,-4.658764811436266e-06
38-1483-03,4.658403104695238e-06
38-1483-03,-4.6580414541157106e-06
38-1483-03,0.0
38-1483-03,-4.6573183213888425e-06
38-1483-03,9.313913678430713e-06
38-1483-03,-4.656595413151077e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,1.3966534414448634e-05
38-1483-03,-9.310300539449685e-06
38-1483-03,-9.30957824802148e-06
38-1483-03,9.308856068655056e-06
38-1483-03,-4.654067000662169e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.652617436949362e-06
38-1483-03,-9.304513368213068e-06
38-1483-03,9.303791974406393e-06
38-1483-03,-9.303070692452677e-06
38-1483-03,4.6511747611629554e-06
38-1483-03,4.650814232000043e-06
38-1483-03,0.0
38-1483-03,-4.6500933413236446e-06
38-1483-03,4.649732979784175e-06
38-1483-03,-4.6493726740932055e-06
38-1483-03,4.64901242423776e-06
38-1483-03,-9.297304460409714e-06
38-1483-03,4.648292091981523e-06
38-1483-03,4.647930014853534e-06
38-1483-03,0.0
38-1483-03,-4.647206036993282e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.646126461646222e-06
38-1483-03,4.645766714651763e-06
38-1483-03,4.6454070233630106e-06
38-1483-03,0.0
38-1483-03,-4.6446878078508794e-06
38-1483-03,4.644328283601637e-06
38-1483-03,-4.643968815006376e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.6425314969067555e-06
38-1483-03,0.0
38-1483-03,-4.6418091997232715e-06
38-1483-03,-9.282896263634261e-06
38-1483-03,1.3923267326732686e-05
38-1483-03,-4.640730141542273e-06
38-1483-03,4.64037122969838e-06
38-1483-03,0.0
38-1483-03,-4.639653572533255e-06
38-1483-03,-4.639294827186271e-06
38-1483-03,4.6389361373125135e-06
38-1483-03,0.0
38-1483-03,4.6382189239332135e-06
38-1483-03,-4.6378604004019515e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.636785162287485e-06
38-1483-03,0.0
38-1483-03,-4.636064651918174e-06
38-1483-03,0.0
38-1483-03,4.635346342185628e-06
38-1483-03,-9.269976525174956e-06
38-1483-03,9.269260476616422e-06
38-1483-03,-9.26854453867002e-06
38-1483-03,1.3901743066965187e-05
38-1483-03,-9.267112994511112e-06
38-1483-03,0.0
38-1483-03,-4.632840946246648e-06
38-1483-03,1.389744976083494e-05
38-1483-03,0.0
38-1483-03,-9.263536068033146e-06
38-1483-03,-4.6314105070309255e-06
38-1483-03,0.0
38-1483-03,9.261387277370209e-06
38-1483-03,0.0
38-1483-03,-4.6299750200501115e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.6278323452345696e-06
38-1483-03,1.388242627668115e-05
38-1483-03,-9.254237121873037e-06
38-1483-03,0.0
38-1483-03,4.626404996788817e-06
38-1483-03,-4.62604829723952e-06
38-1483-03,0.0
38-1483-03,4.6253350631264224e-06
38-1483-03,-4.624976560618795e-06
38-1483-03,4.624618106551769e-06
38-1483-03,-4.624259708043667e-06
38-1483-03,0.0
38-1483-03,-4.623547025303089e-06
38-1483-03,4.623190766304507e-06
38-1483-03,9.245669124406943e-06
38-1483-03,-1.3867435238961885e-05
38-1483-03,9.244244637286587e-06
38-1483-03,0.0
38-1483-03,-4.621410294521095e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.620336763409746e-06
38-1483-03,-9.239961997884304e-06
38-1483-03,4.619625289257841e-06
38-1483-03,4.619269634344162e-06
38-1483-03,-4.618914034188466e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.616775685412293e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.615710200481068e-06
38-1483-03,-4.615355148117136e-06
38-1483-03,4.615000150372093e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.613935484724302e-06
38-1483-03,1.3840742115986508e-05
38-1483-03,-9.226451960978575e-06
38-1483-03,4.612871310193073e-06
38-1483-03,-4.6125147300081385e-06
38-1483-03,-4.612158212037715e-06
38-1483-03,9.22360348417318e-06
38-1483-03,-9.22289458148488e-06
38-1483-03,9.22218578775712e-06
38-1483-03,-4.610738551482389e-06
38-1483-03,0.0
38-1483-03,4.610030030042955e-06
38-1483-03,-4.609675850974593e-06
38-1483-03,0.0
38-1483-03,4.608967656077854e-06
38-1483-03,-4.608613640224402e-06
38-1483-03,-4.608259678750849e-06
38-1483-03,9.215811543289332e-06
38-1483-03,-4.607551918893329e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.606486768064841e-06
38-1483-03,-4.606131174223475e-06
38-1483-03,0.0
38-1483-03,4.605424067977807e-06
38-1483-03,-4.605070596261829e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.604010506591388e-06
38-1483-03,-4.603657251818787e-06
38-1483-03,0.0
38-1483-03,-1.841180361950008e-05
38-1483-03,2.301298906339455e-05
38-1483-03,0.0
38-1483-03,-4.601891790775895e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.600474202465975e-06
38-1483-03,-9.200242980257164e-06
38-1483-03,4.599768831871031e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.598358739390551e-06
38-1483-03,1.3794019054037174e-05
38-1483-03,-9.195308034612355e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.596597339095076e-06
38-1483-03,-4.596245220952535e-06
38-1483-03,-4.59589315675324e-06
38-1483-03,4.595539196498101e-06
38-1483-03,4.5951852907604216e-06
38-1483-03,-4.594831439527612e-06
38-1483-03,0.0
38-1483-03,4.594127798099481e-06
38-1483-03,-4.593776058194695e-06
38-1483-03,4.593424372146263e-06
38-1483-03,-4.593072739941818e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.591666749316672e-06
38-1483-03,9.182630772293538e-06
38-1483-03,-4.5909640767467225e-06
38-1483-03,4.59061282110419e-06
38-1483-03,-9.180523238413667e-06
38-1483-03,4.58990852583113e-06
38-1483-03,4.589555493794081e-06
38-1483-03,0.0
38-1483-03,-9.177703045781374e-06
38-1483-03,9.177001180850635e-06
38-1483-03,-9.176299423261943e-06
38-1483-03,4.5877988864953355e-06
38-1483-03,4.587448115006105e-06
38-1483-03,-4.587097397150973e-06
38-1483-03,0.0
38-1483-03,4.586396122293811e-06
38-1483-03,-4.586045565267191e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.583939467649145e-06
38-1483-03,-4.583587353198014e-06
38-1483-03,-4.583237225394964e-06
38-1483-03,9.165774302156907e-06
38-1483-03,-4.5825371302362286e-06
38-1483-03,4.582187162856037e-06
38-1483-03,-4.581837248925632e-06
38-1483-03,0.0
38-1483-03,4.5811375813652075e-06
38-1483-03,-4.580787827710711e-06
38-1483-03,4.5804381274570456e-06
38-1483-03,-4.5800884805919855e-06
38-1483-03,4.579738887103304e-06
38-1483-03,0.0
38-1483-03,-9.158079720412381e-06
38-1483-03,0.0
38-1483-03,9.156674365644263e-06
38-1483-03,-4.577985921503018e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.5769382635563115e-06
38-1483-03,-9.153178301579263e-06
38-1483-03,0.0
38-1483-03,9.15178217001294e-06
38-1483-03,-4.575542131965624e-06
38-1483-03,4.575193232142365e-06
38-1483-03,-4.574844385524519e-06
38-1483-03,0.0
38-1483-03,4.574146851856393e-06
38-1483-03,0.0
38-1483-03,-4.573449530863936e-06
38-1483-03,0.0
38-1483-03,4.572748568031214e-06
38-1483-03,-4.572398163700515e-06
38-1483-03,0.0
38-1483-03,4.571701375734669e-06
38-1483-03,-9.142706122766683e-06
38-1483-03,9.142009600207127e-06
38-1483-03,-1.3711969775649636e-05
38-1483-03,9.140616873420318e-06
38-1483-03,4.569960334572284e-06
38-1483-03,0.0
38-1483-03,-4.5692642893536e-06
38-1483-03,0.0
38-1483-03,4.568568456130265e-06
38-1483-03,-9.136441237973178e-06
38-1483-03,1.3703618504416322e-05
38-1483-03,-1.370256953187351e-05
38-1483-03,4.5671735733033545e-06
38-1483-03,4.566824029781665e-06
38-1483-03,-4.566476458207984e-06
38-1483-03,0.0
38-1483-03,-4.5657814737542096e-06
38-1483-03,9.13086812169993e-06
38-1483-03,-4.565086700811389e-06
38-1483-03,0.0
38-1483-03,4.564392139282978e-06
38-1483-03,-4.5640449377690234e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.561612169717102e-06
38-1483-03,-4.561263469981188e-06
38-1483-03,0.0
38-1483-03,4.560570071258911e-06
38-1483-03,-4.5602234509491005e-06
38-1483-03,0.0
38-1483-03,4.559530368371555e-06
38-1483-03,-9.11836781216062e-06
38-1483-03,9.117674992875813e-06
38-1483-03,-4.558491139432347e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.557100491949636e-06
38-1483-03,-4.556754398821093e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.555716434775895e-06
38-1483-03,-4.555370551834404e-06
38-1483-03,0.0
38-1483-03,4.554678943489996e-06
38-1483-03,-4.554333218063164e-06
38-1483-03,-4.553987545117307e-06
38-1483-03,1.3660925773921437e-05
38-1483-03,-9.106588898461641e-06
38-1483-03,0.0
38-1483-03,-4.552599643658925e-06
38-1483-03,4.552254233808881e-06
38-1483-03,4.551908876367974e-06
38-1483-03,-4.551563571324279e-06
38-1483-03,4.551218318665872e-06
38-1483-03,-4.5508731183808345e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.54914790213922e-06
38-1483-03,-9.097606031688548e-06
38-1483-03,9.096916363678713e-06
38-1483-03,-4.548113400112579e-06
38-1483-03,0.0
38-1483-03,9.094840363216223e-06
38-1483-03,-1.36412209444457e-05
38-1483-03,9.093458152564864e-06
38-1483-03,-4.546384556634839e-06
38-1483-03,0.0
38-1483-03,-4.5456956739478e-06
38-1483-03,1.3636053932653875e-05
38-1483-03,-9.090013999985071e-06
38-1483-03,4.544662741259675e-06
38-1483-03,-4.544318534674192e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.542598283542902e-06
38-1483-03,-4.542252484565555e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.540873629575695e-06
38-1483-03,-4.54052999669359e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.5388126121256955e-06
38-1483-03,-4.538469291098059e-06
38-1483-03,4.538126022004893e-06
38-1483-03,-9.075565609668826e-06
38-1483-03,4.537439639574839e-06
38-1483-03,4.5370965262143955e-06
38-1483-03,-4.536751571185954e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.535033245194967e-06
38-1483-03,-4.5346904956590584e-06
38-1483-03,0.0
38-1483-03,4.534005151990058e-06
38-1483-03,-9.067325115666962e-06
38-1483-03,9.066640030893072e-06
38-1483-03,-4.532977524817489e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,9.063900726720907e-06
38-1483-03,-4.531608079645735e-06
38-1483-03,-9.062527903617825e-06
38-1483-03,0.0
38-1483-03,4.530575859750773e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.5295497863049035e-06
38-1483-03,-4.5292078650962795e-06
38-1483-03,4.528865995504832e-06
38-1483-03,-4.528524177518876e-06
38-1483-03,0.0
38-1483-03,4.5278406963167026e-06
38-1483-03,0.0
38-1483-03,-4.527157421396327e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.5261328955899036e-06
38-1483-03,4.525789598784185e-06
38-1483-03,9.050892708102139e-06
38-1483-03,-4.525103161378708e-06
38-1483-03,-4.524761911138231e-06
38-1483-03,-4.524420712363077e-06
38-1483-03,4.524079565041604e-06
38-1483-03,0.0
38-1483-03,4.523397424713146e-06
38-1483-03,-9.046112863365797e-06
38-1483-03,4.522715490059799e-06
38-1483-03,4.522374599832223e-06
38-1483-03,0.0
38-1483-03,-4.521692973517167e-06
38-1483-03,-4.521352237406455e-06
38-1483-03,9.042023105289616e-06
38-1483-03,-4.520670919220616e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.518962545195034e-06
38-1483-03,-4.518622220452199e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.5176015537140096e-06
38-1483-03,-4.517261433926136e-06
38-1483-03,4.516921365348074e-06
38-1483-03,0.0
38-1483-03,-4.516241381775126e-06
38-1483-03,4.515901466757123e-06
38-1483-03,-4.515561602902694e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.514538554500107e-06
38-1483-03,4.514197014183701e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.512838891260473e-06
38-1483-03,0.0
38-1483-03,-4.5121601362022655e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.511142386360041e-06
38-1483-03,-4.510803238431951e-06
38-1483-03,4.510464141494346e-06
38-1483-03,-9.020250191071457e-06
38-1483-03,4.509786100544603e-06
38-1483-03,4.509445278901431e-06
38-1483-03,-4.509104515546076e-06
38-1483-03,-4.5087637969111545e-06
38-1483-03,9.016850013040628e-06
38-1483-03,-4.508086267039349e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.50707035394099e-06
38-1483-03,-9.013463635969648e-06
38-1483-03,9.01278666576239e-06
38-1483-03,0.0
38-1483-03,-9.011433030371466e-06
38-1483-03,9.010756365141987e-06
38-1483-03,-4.505039900762986e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.504023486969136e-06
38-1483-03,0.0
38-1483-03,-4.503343642587752e-06
38-1483-03,4.503005666222094e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-9.003984082877e-06
38-1483-03,9.003308535820751e-06
38-1483-03,-4.501316545063104e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.4986147235737155e-06
38-1483-03,-8.996551176604732e-06
38-1483-03,4.497936504159673e-06
38-1483-03,-4.497599338888882e-06
38-1483-03,8.994524448324225e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.496251183132299e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,-4.495240596589756e-06
38-1483-03,4.494903835353115e-06
38-1483-03,0.0
38-1483-03,4.494451173054007e-06
38-1483-03,-4.494224876091977e-06
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,0.0
38-1483-03,4.492542334798815e-06
38-1483-03,-4.492205977706623e-06
38-1483-03,4.4918696709768395e-06
38-1483-03,-4.491533414598152e-06
38-1483-03,0.0
38-1483-03,4.490861052848847e-06
38-1483-03,-4.490524947455624e-06
38-1483-03,0.0
38-1483-03,0.0
